6303. емисија
95. циклус
28. емисија
29. 05. 2016.
www.youtube.com/watch?v=w8dH-4hckzA

А1 - МОРЕ
А2 - ДНО
А3 - ОКЛОП
А4 - ДЕЛИКАТЕС
 А - ШКОЉКЕ
Б1 - НАГОН
Б2 - 6.ЧУЛО
Б3 - МАЈЧИНСКИ
Б4 - КОЦКАРСКИ
 Б - ИНСТИНКТ
В1 - ТАЧКА
В2 - ШАТОР
В3 - ЖОНГЛЕР
В4 - ТРАПЕЗ
 В - ЦИРКУС
Г1 - РЕЧИ
Г2 - КЊИЖЕВНА
Г3 - СОЈ
Г4 - ВИНОГРАД
 Г - ВРСТА
??? - ЖИВОТИЊЕ

А1 - БОРАВАК
А2 - ИСПИТ
А3 - КОНКУРС
А4 - ПОПУЊАВАЊЕ
 А - ПРИЈАВА
Б1 - КВИЗ
Б2 - ХАЈКА
Б3 - ЛОВ
Б4 - ПСИ
 Б - ПОТЕРА
В1 - ПЛАСТИКА
В2 - САЛА
В3 - ЛАСЕР
В4 - ДЕЉЕЊЕ
 В - ОПЕРАЦИЈА
Г1 - КЕЦ
Г2 - КЋЕРКА
Г3 - ВОЈСКА
Г4 - ОЦЕНА
 Г - ЈЕДИНИЦА
??? - ПОЛИЦИЈА
