6675. емисија
101. циклус
34. емисија
05. 08. 2017.
www.youtube.com/watch?v=a8Pr00S_J5M

А1 - ЕЛЕКТРИЧНА
А2 - УГРАДЊА
А3 - ПРОГРАМ
А4 - РАЧУНАР
 А - ИНСТАЛАЦИЈА
Б1 - ОТВОР
Б2 - ПРАЗНИНА
Б3 - ДУПЉА
Б4 - ЗУБ
 Б - ШУПЉИНА
В1 - КЕСА
В2 - ЕКСПЛОЗИВ
В3 - ИГРАЧКА
В4 - ХИРУРГИЈА
 В - ПЛАСТИКА
Г1 - ПОДМОРНИЦА
Г2 - УРЕЂАЈ
Г3 - ОПТИКА
Г4 - ОСМАТРАЊЕ
 Г - ПЕРИСКОП
??? - ЦЕВ

А1 - СУНЧАНИ
А2 - ПРСТИ
А3 - ШПИЦЕВИ
А4 - ОШТРИ
 А - ВРХОВИ
Б1 - МЛЕКО
Б2 - МАТЕРХОРН
Б3 - ПАШЊАЦИ
Б4 - ТИРОЛ
 Б - АЛПИ
В1 - СЛАЛОМ
В2 - СПУСТ
В3 - ВОДА
В4 - СПОРТ
 В - СКИЈАЊЕ
Г1 - ГРАД
Г2 - РИМ
Г3 - ДЕРБИ
Г4 - ПЛАМЕН
 Г - ВЕЧНИ
??? - СНЕГ
