7136. емисија
109. циклус
7. емисија
10. 11. 2018.
www.youtube.com/watch?v=S3KUS1AgQGM

А1 - БЕЛА
А2 - ТРОБОЈКА
А3 - ЈАРБОЛ
А4 - БАРЈАК
 А - ЗАСТАВА
Б1 - ХРИД
Б2 - ПЛАНИНА
Б3 - РТ
Б4 - СОКО
 Б - ГРЕБЕН
В1 - ЈАВА
В2 - БЛАГО
В3 - КИПАР
В4 - АДА
 В - ОСТРВО
Г1 - ЦАРСТВО
Г2 - ФАРМА
Г3 - НАГОН
Г4 - ДОМАЋА
 Г - ЖИВОТИЊА
??? - КОРАЛ

А1 - ХАУС
А2 - НАУКА
А3 - МЕДИЦИНА
А4 - ПОЧАСНИ
 А - ДОКТОР
Б1 - БИН
Б2 - ПРОПЕР
Б3 - ДОЛАР
Б4 - УНИВЕРЗУМ
 Б - МИСТЕР
В1 - САСТАВНИ
В2 - РАСТАВНИ
В3 - ПОГОДБЕНИ
В4 - СУПРОТНИ
 В - БЕЗНИК
Г1 - ЗНАК
Г2 - НЕГОДОВАЊЕ
Г3 - ОДУШЕВЉЕЊЕ
Г4 - ИЗНЕНАЂЕЊЕ
 Г - УЗВИК
??? - НО
