6338. емисија
96. циклус
2. емисија
02. 09. 2016.
www.youtube.com/watch?v=E6tGqbrEn0w

А1 - ЛИФТ
А2 - ХЕЛИКОПТЕР
А3 - ЦИПЕЛА
А4 - ПОДЛОГА
 А - ПЛАТФОРМА
Б1 - ВУЧА
Б2 - УДИЦА
Б3 - МОТИКА
Б4 - КАПЕТАН
 Б - КУКА
В1 - ПРЕФЕРАНС
В2 - КОЧНИЦА
В3 - ОБРАТНО
В4 - НАСУПРОТ
 В - КОНТРА
Г1 - САТ
Г2 - ВАГА
Г3 - МЕРЕЊЕ
Г4 - ОЛОВО
 Г - ТЕГ
??? - ДИЗАЛИЦА

А1 - ПАЛАНКА
А2 - ФЕЈА
А3 - ДРИНА
А4 - ТОРАЊ
 А - КРИВ
Б1 - ХОРОСКОП
Б2 - ДИМ
Б3 - САОБРАЋАЈ
Б4 - МОРЗЕ
 Б - ЗНАК
В1 - НИЗ
В2 - ОДРЕЂЕНИ
В3 - КАРТА
В4 - ПОЧАСНИ
 В - ЧЛАН
Г1 - АРХИМЕД
Г2 - ДУШАН
Г3 - РУПА
Г4 - ЏУНГЛА
 Г - ЗАКОН
??? - ПАРАГРАФ
