5615. емисија
84. циклус
11. емисија
13. 05. 2014.
www.youtube.com/watch?v=aObqjcHCctY

А1 - СКИЦИРАЊЕ
А2 - ГРАФИКА
А3 - ДЕЧЈИ
А4 - ПЕЋИНА
 А - ЦРТЕЖ
Б1 - ЗАРАЗА
Б2 - ЗДРАВ
Б3 - СУЗЕ
Б4 - КОМЕДИЈА
 Б - СМЕХ
В1 - КУБЕРТЕН
В2 - КАРДЕН
В3 - КИРИ
В4 - КОРНЕЈ
 В - ПЈЕР
Г1 - ГРУПНИ
Г2 - СЛИКА
Г3 - ЛИЦЕ
Г4 - ДОРИЈАН ГРЕЈ
 Г - ПОРТРЕТ
??? - КАРИКАТУРА

А1 - ДРУГО
А2 - ИМОВИНА
А3 - РАТНО
А4 - ГЛАГОЛ
 А - СТАЊЕ
Б1 - ЛЕКАР
Б2 - РЕВИЗИЈА
Б3 - ТЕХНИЧКИ
Б4 - ЦАРИНА
 Б - ПРЕГЛЕД
В1 - БОРАВАК
В2 - НАСЕЉЕ
В3 - НОВО
В4 - ЈЕДНО...
 В - МЕСТО
Г1 - КРОВ
Г2 - ПЛАНИНА
Г3 - БРДО
Г4 - ПЕЊЕЊЕ
 Г - ВРХ
??? - ТАБЕЛА
