7176. емисија
109. циклус
47. емисија
20. 12. 2018.
www.youtube.com/watch?v=PEyIbTYpDNI

А1 - ДЛАКА
А2 - БАРИЈЕРА
А3 - ДИЈАЛЕКАТ
А4 - ДУГАЧАК
 А - ЈЕЗИК
Б1 - КЛАДИОНИЦА
Б2 - ИЗБОРИ
Б3 - ТОП
Б4 - ЧЕКАЊЕ
 Б - ЛИСТА
В1 - ЦРКВА
В2 - ПОД
В3 - КАПЕТАН
В4 - СЛАВОНИЈА
 В - БРОД
Г1 - ГОДИНЕ
Г2 - ВРЕМЕ
Г3 - ГОЛ
Г4 - ОДУЗИМАЊЕ
 Г - РАЗЛИКА
??? - КУРС

А1 - ЖУЧ
А2 - ЖЛЕЗДА
А3 - ЕНЗИМИ
А4 - ЏИГЕРИЦА
 А - ЈЕТРА
Б1 - РОКФОР
Б2 - ПЕКОРИНО
Б3 - МАНЧЕГО
Б4 - ГАУДА
 Б - СИР
В1 - ДИВЉА
В2 - ДОМАЋА
В3 - МАГЛА
В4 - СПАС
 В - ГУСКА
Г1 - МОРЕ
Г2 - РЕКА
Г3 - УЉЕ
Г4 - ЈАТО
 Г - РИБА
??? - ПАШТЕТА
