5777. емисија
86. циклус
51. емисија
06. 12. 2014.
www.youtube.com/watch?v=yVWaeATF3Cs

А1 - ВОЈСКА
А2 - ОРМАРИЋ
А3 - ТРАКА
А4 - МУЗИКА
 А - КАСЕТА
Б1 - ЗБОГОМ
Б2 - ХЛАДНО
Б3 - ВАТРА
Б4 - АРСЕНАЛ
 Б - ОРУЖЈЕ
В1 - СТРУЈА
В2 - ЖИЦЕ
В3 - ОБЕЗБЕЂЕЊЕ
В4 - ЛИНЦОВАЊЕ
 В - ОСИГУРАЧ
Г1 - УРОШ
Г2 - ДУШАН
Г3 - ЈАПАН
Г4 - КРУНА
 Г - ЦАР
??? - БОМБА

А1 - ЛАДА
А2 - ФРЕЈА
А3 - МИНЕРВА
А4 - ДИЈАНА
 А - БОГИЊА
Б1 - ТАЛАСИ
Б2 - СТРУЈА 
Б3 - НЕМАН
Б4 - ПУЧИНА
 Б - МОРЕ
В1 - БРИЈАЊЕ
В2 - БЕСНИЛО
В3 - ПИВО
В4 - ШЛАГ
 В - ПЕНА
Г1 - ОСТРВО
Г2 - МЕДИТЕРАН
Г3 - ЛАРНАКА
Г4 - НИКОЗИЈА
 Г - КИПАР
??? - АФРОДИТА
