6835. емисија
104. циклус
11. емисија
12. 01. 2018.
www.youtube.com/watch?v=Q7SiJYMgcOw

А1 - ФИЛОЗОФИЈА
А2 - МАТЕМАТИЧКИ
А3 - ПРЕДСТАВА
А4 - УБИТИ У...
 А - ПОЈАМ
Б1 - ЗВЕЗДА
Б2 - МИСАО
Б3 - РАКЕТА
Б4 - ПРЕДВОДИТИ
 Б - ВОДИЉА
В1 - ЛЕПАК
В2 - ЦЕНА
В3 - КЛАДИОНИЦА
В4 - ЈЕДАН ЗНАК
 В - ФИКС
Г1 - АРХИТЕКТА
Г2 - СКИЦА
Г3 - ПОСЛОВНИ
Г4 - ГРАЂЕВИНСКИ
 Г - ПРОЈЕКАТ
??? - ИДЕЈА

А1 - ФАБРИКА
А2 - ПРОИЗВОДНИ
А3 - ГОРИВО
А4 - РАКЕТНИ
 А - ПОГОН
Б1 - БЕЛА
Б2 - ДИСПЕРЗИЈА
Б3 - РЕФРАКЦИЈА
Б4 - ЗРАК
 Б - СВЕТЛОСТ
В1 - ПАШТЕТА
В2 - КОБАСИЦА
В3 - ТАНКО
В4 - СЛЕПО
 В - ЦРЕВО
Г1 - ЖИГ
Г2 - ТАЛАС
Г3 - ТОК
Г4 - РАСТВОР
 Г - ВОДЕНИ
??? - МЛАЗ
