6092. емисија
91. циклус
61. емисија
31. 10. 2015.
www.youtube.com/watch?v=i-ZDvSAH6_A

А1 - ПЕЋ
А2 - БОЈА
А3 - МЕДАЉА
А4 - ЛЕГУРА
 А - БРОНЗА
Б1 - ЈАХАЧ
Б2 - ЧИЗМЕ
Б3 - ПОЛО
Б4 - МАДАРСКИ
 Б - КОЊАНИК
В1 - ПЛАНИНЕ
В2 - ГРУЗИЈА
В3 - ПРОМЕТЕЈ
В4 - ОВЧАР
 В - КАВКАЗ
Г1 - ЛОГОР
Г2 - ТАЛАЦ
Г3 - РАТНИ
Г4 - РАЗМЕНА
 Г - ЗАРОБЉЕНИК
??? - АЛЕКСАНДАР ПУШКИН

А1 - БИРО
А2 - ПРИШРЕМА
А3 - РЕАЛИЗАЦИЈА
А4 - ПИЛОТ
 А - ПРОЈЕКАТ
Б1 - АТОМ
Б2 - НАПАЛМ
Б3 - ТЕМПИРАНА
Б4 - КАШИКА
 Б - БОМБА
В1 - БРОДВЕЈ
В2 - ХАРЛЕМ
В3 - ВЕЛИКА
В4 - ЈАБУКА
 В - ЊУЈОРК
Г1 - БАМБУС
Г2 - МОЛОТОВ
Г3 - ВИТАМИНИ
Г4 - БАР
 Г - КОКТЕЛ
??? - МЕНХЕТН
