6049. емисија
91. циклус
18. емисија
18. 09. 2015.
www.youtube.com/watch?v=NT7_0YYsxTM

А1 - АПЕРКАТ
А2 - КРОШЕ
А3 - СЛОБОДАН
А4 - ПОЧЕТНИ
 А - УДАРАЦ
Б1 - КРАЦИ
Б2 - СТЕПЕН
Б3 - СИНУС
Б4 - ТЕМЕ
 Б - УГАО
В1 - СПОРТ
В2 - ТРАВА
В3 - СТАДИОН
В4 - КОПАЧКЕ
 В - ФУДБАЛ
Г1 - БАРЈАК
Г2 - СТЕГ
Г3 - СИГНАЛИ
Г4 - БЕЛА
 Г - ЗАСТАВА
??? - КОРНЕР

А1 - ЏОНС
А2 - СОЈЕР
А3 - ХЕНКС
А4 - ТАЛИЧНИ
 А - ТОМ
Б1 - ТАКАЧ
Б2 - ШЧЕДРИН
Б3 - БОНАР
Б4 - СТАЛОНЕ
 Б - СИЛВЕСТЕР
В1 - ЏОКЕЈ
В2 - РИБАР
В3 - ВЕЛИНГТОН
В4 - 7 МИЉА
 В - ЧИЗМЕ
Г1 - ВОЈНИК
Г2 - ВАТРОГАСЦИ
Г3 - ГРАДИЛИШТЕ
Г4 - КАЦИГА
 Г - ШЛЕМ
??? - МАЧАК
