7138. емисија
109. циклус
9. емисија
12. 11. 2018.
www.youtube.com/watch?v=K8zpGVG2Pso

А1 - НЕБЕСКИ
А2 - ОБИЧАН
А3 - ГЛАС
А4 - СЕОБА
 А - НАРОД
Б1 - ОДЛИЧНО
Б2 - ВЕЛЕСЛАЛОМ
Б3 - ЛЕПАК
Б4 - МАРИО
 Б - СУПЕР
В1 - РАДОСТ
В2 - ЗЕВС
В3 - СРЕДЊА
В4 - СЛОБОДНА
 В - ЕВРОПА
Г1 - БЛОК
Г2 - АРМИРАНИ
Г3 - ХАЛА
Г4 - ОГРАДА
 Г - БЕТОН
??? - ЛИГА

А1 - ДОБРЕ
А2 - НАЈНОВИЈЕ
А3 - ХРОНИКА
А4 - СПИКЕР
 А - ВЕСТИ
Б1 - ГЛАВНО
Б2 - ПРИБОР
Б3 - КУВАНО
Б4 - СПЕЦИЈАЛИТЕТ
 Б - ЈЕЛО
В1 - НОВО
В2 - СВЕТО
В3 - ЗЛОЧИН
В4 - ПАРКИНГ
 В - МЕСТО
Г1 - ПРОГНОЗА
Г2 - РАДНО
Г3 - ЛЕПО
Г4 - ТАЧНО
 Г - ВРЕМЕ
??? - ПРИЛОГ
