5820. емисија
87. циклус
33. емисија
18. 01. 2015.
www.youtube.com/watch?v=Uy3hKYsHkuk

А1 - РЕКА
А2 - ДУБОКО
А3 - ПРОЛЕЋНО
А4 - МАРКО КРАЉЕВИЋ
 А - ОРАЊЕ
Б1 - МИСУРИ
Б2 - АЛЕКС
Б3 - ПРЕЗИМЕ
Б4 - САРА
 Б - ФЕРГУСОН
В1 - ЛАРВА
В2 - ЛЕПТИР
В3 - ГМИЗАЊЕ
В4 - ЗЕЛЕНА
 В - ГУСЕНИЦА
Г1 - БРОД
Г2 - ПИЛОТ
Г3 - ТУШ
Г4 - СТУДИО
 Г - КАБИНА
??? - ТРАКТОР

А1 - ПОНОЋ
А2 - СРЕЋНА
А3 - ДОЧЕК
А4 - СРПСКА
 А - НОВА ГОДИНА
Б1 - БАНАНА
Б2 - ПОРЕЗ
Б3 - СЛУЖБА
Б4 - УРЕЂЕЊЕ
 Б - ДРЖАВА
В1 - КИНА
В2 - ПИРОТЕХНИКА
В3 - НОЋ
В4 - НЕБО
 В - ВАТРОМЕТ
Г1 - НЕДЕЉА
Г2 - ВЕРНИК
Г3 - ОПШТИНА
Г4 - КТИТОР
 Г - ЦРКВА
??? - ПРАЗНИК
