5636. емисија
84. циклус
32. емисија
03. 06. 2014.
www.youtube.com/watch?v=UJX3FhSVSS0

А1 - СУНЦЕ
А2 - ТОТАЛНО
А3 - ДЕЛИМИЧНО
А4 - ЕКЛИПСА
 А - ПОМРАЧЕЊЕ
Б1 - АСФАЛТ
Б2 - КАФАНА
Б3 - РАЗБОЈНИЦИ
Б4 - ЦАРИГРАД
 Б - ДРУМ
В1 - ОЦЕНА
В2 - ЗАМЕРКА
В3 - СКЕРЛИЋ
В4 - ОШТРА
 В - КРИТИКА
Г1 - СУЗА
Г2 - АПОТЕКА
Г3 - РАЧУН
Г4 - ОКУПАН
 Г - ЧИСТ
??? - УМ

А1 - ТЕЛЕСКОП
А2 - ВОДОВОД
А3 - ПУШКА
А4 - КАТОДА
 А - ЦЕВ
Б1 - ЛАМПА
Б2 - ПОЛ
Б3 - ПУЊЕЊЕ
Б4 - ВОЛТА
 Б - БАТЕРИЈА
В1 - ГОЛГОТА
В2 - МОНМАРТР
В3 - ОПЛЕНАЦ
В4 - ЗВЕЗДАРА
 В - БРДО
Г1 - РОШТИЉ
Г2 - СУВО
Г3 - МЕШАНО
Г4 - МЛЕВЕНО
 Г - МЕСО
??? - ТОП
