5968. емисија
89. циклус
59. емисија
15. 06. 2015.
www.youtube.com/watch?v=srPnRgzQt74

А1 - БЕРБЕРИ
А2 - ФРАНЦУСКА
А3 - ОРАН
А4 - АФРИКА
 А - АЛЖИР
Б1 - МУЊЕ
Б2 - ГРОМОВИ
Б3 - ВЕТАР
Б4 - ЛЕТО
 Б - ОЛУЈА
В1 - ПСИ
В2 - ПРОЛАЗАК
В3 - АУТОМОБИЛ
В4 - ТРГОВАЧКИ
 В - КАРАВАН
Г1 - ПЕРЕЦА
Г2 - СУЗА
Г3 - ТОРТА
Г4 - ПЕЦИВА
 Г - СЛАНА
??? - ПУСТИЊА

А1 - КИЧМЕЊАЦИ
А2 - МЛЕКО
А3 - ЉУДИ
А4 - КИТОВИ
 А - СИСАРИ
Б1 - ВИТЕЗ
Б2 - КАЛУЂЕР
Б3 - ШАЛТЕР
Б4 - ЧЕКАЊЕ
 Б - РЕД
В1 - ШПАНИЈА
В2 - ЛЕВАНТЕ
В3 - МЕДИТЕРАН
В4 - ГРАД
 В - ВАЛЕНСИЈА
Г1 - РУКЕ
Г2 - ПОЛИЦИЈА
Г3 - ХАПШЕЊЕ
Г4 - ЛУКАВЕ 
 Г - ЛИСИЦЕ
??? - СЛЕПИ МИШЕВИ
