6702. емисија
101. циклус
61. емисија
01. 09. 2017.
www.youtube.com/watch?v=E8otoqdonYE

А1 - ВЕСНА
А2 - ВЕНЕРА
А3 - АТИНА
А4 - КАЛИ
 А - БОГИЊА
Б1 - НОВИНЕ
Б2 - РАДОСНА
Б3 - КРАТКА
Б4 - ПОСЛЕДЊА
 Б - ВЕСТ
В1 - ТРАЧ
В2 - ПРОШИРИТИ
В3 - ИНФОРМАЦИЈА
В4 - НЕПРОВЕРЕНА
 В - ГЛАСИНА
Г1 - ВОЗАЧИ
Г2 - ДВА ТОЧКА
Г3 - ТРКА
Г4 - СТАЗА
 Г - БИЦИКЛИСТИ
??? - ФАМА

А1 - КОМПОЗИТОР
А2 - СВИРАЧ
А3 - ПЕВАЧ
А4 - ШКОЛОВАЊЕ
 А - МУЗИЧАР
Б1 - УБОД
Б2 - ОСА
Б3 - ЖАЛАЦ
Б4 - СТРШЉЕН
 Б - ЖАОКА
В1 - МАРИЦА
В2 - СИРЕНА
В3 - ПРИЈАВА
В4 - ПОТЕРА
 В - ПОЛИЦИЈА
Г1 - ЧАЈ
Г2 - ТРАВА
Г3 - СПОРТ
Г4 - ТРАДИЦИЈА
 Г - ЕНГЛЕСКА
??? - СТИНГ
