5740. емисија
86. циклус
14. емисија
30. 10. 2014.
www.youtube.com/watch?v=1JFG-mSSseY

А1 - НАГЛАС
А2 - ЛЕКТИРА
А3 - СА УСАНА
А4 - СРИЦАЊЕ
 А - ЧИТАЊЕ
Б1 - ВОДЕНИ
Б2 - ДОГАЂАЈ
Б3 - ЈУЖНИ
Б4 - САОБРАЋАЈ
 Б - ТОК
В1 - УМЕТНИЧКА
В2 - ПЕСНИЧКА
В3 - МОСТ
В4 - ТУЗЛА
 В - СЛОБОДА
Г1 - ОЧИ
Г2 - РУПЕ
Г3 - МАСЛИНЕ
Г4 - СЕМЕНКЕ
 Г - ЦРНЕ
??? - МИСЛИ

А1 - ОПАКО
А2 - РЂАВО
А3 - ПРОЉЕЋЕ
А4 - ПРИТАЈЕНО
 А - ЗЛО
Б1 - ДОБОШ
Б2 - СПИСКАТИ
Б3 - КУЋА
Б4 - ЊИВЕ
 Б - ИМАЊЕ
В1 - КОРАЛ
В2 - ОБРАЧУН
В3 - БЕНД
В4 - СКРАЋЕНИЦА
 В - ОК
Г1 - НЕСКРИВЕНО
Г2 - КУПАТИЛО
Г3 - ПРИЗНАЊЕ
Г4 - ГЛАСИЛО
 Г - ЈАВНО
??? - ДОБРО
