6414. емисија
97. циклус
17. емисија
17. 11. 2016.
www.youtube.com/watch?v=5I9qUqEFitA

А1 - ШТАПИЋ
А2 - ЧАША
А3 - КУГЛА
А4 - ПОРОДИЧНИ
 А - СЛАДОЛЕД
Б1 - ГУШТЕРИ
Б2 - ЛЕТО
Б3 - ТЕН
Б4 - ТАМЊЕЊЕ
 Б - СУНЧАЊЕ
В1 - ДРВО
В2 - ЛЕБ И СОЛ
В3 - БУТЕР
В4 - ПРАХ
 В - КАКАО
Г1 - ГРОЖЂЕ
Г2 - ВИНО
Г3 - СИРЋЕ
Г4 - ТЕСТО
 Г - КИСЕЛО
??? - МЛЕКО

А1 - КОЧИЗ
А2 - ШАКА
А3 - ЏЕРОНИМО
А4 - БИК КОЈИ СЕДИ
 А - ПОГЛАВИЦА
Б1 - ПОКЕР
Б2 - ШАХ
Б3 - ТРАЧ
Б4 - ЧЛАН
 Б - ПАРТИЈА
В1 - КАЊОН
В2 - ЕКРАН
В3 - АЛЕКСАНДАР
В4 - ОДМОР
 В - ВЕЛИКИ
Г1 - РАТ
Г2 - ПРАЗНИК
Г3 - КАЛЕНДАР
Г4 - РЕЛИГИОЗНИ
 Г - ВЕРСКИ
??? - ВОЂА
