6485. емисија
98. циклус
27. емисија
27. 01. 2017.
www.youtube.com/watch?v=9XuWGroDLIo

А1 - МРЉА
А2 - МИНУТА
А3 - ПОДМОРНИЦА
А4 - ОСА
 А - ЖУТА
Б1 - ГАРДЕРОБА
Б2 - ПРЕГРАДЕ
Б3 - КУХИЊСКИ
Б4 - РАЗВОДНИ
 Б - ОРМАН
В1 - КАЗАН
В2 - ЧАШИЦА
В3 - ПЕЧЕЊЕ
В4 - БУРЕ
 В - РАКИЈА
Г1 - ЛИШЋЕ
Г2 - БЕРБА
Г3 - РАВНОДНЕВНИЦА
Г4 - ДОБА
 Г - ЈЕСЕН
??? - ДУЊА

А1 - РОГОВИ
А2 - КУЋА
А3 - СПОРОСТ
А4 - СТОПАЛО
 А - ПУЖ
Б1 - СЛАМА
Б2 - ПОЉЕ
Б3 - ПЛАШЕЊЕ
Б4 - ПТИЦЕ
 Б - СТРАШИЛО
В1 - АЗИЈА
В2 - ВОЋЕ
В3 - РУЖА
В4 - ШЕФТЕЛИЈА
 В - БРЕСКВА
Г1 - ЗРНО
Г2 - БЕРБА 
Г3 - КИСЕЛО
Г4 - СУВО
 Г - ГРОЖЂЕ
??? - ВИНОГРАД
