6735. емисија
102. циклус
33. емисија
04. 10. 2017.
www.youtube.com/watch?v=Rweebp-UHtY

А1 - РАСПУСТ
А2 - ЖЕТВА
А3 - БАБА
А4 - ДОБА
 А - ЛЕТО
Б1 - ЛОГОР
Б2 - БЕДУИН
Б3 - ЦИРКУС
Б4 - СВАДБА
 Б - ШАТОР
В1 - РОГОВИ
В2 - КРОМПИРИ
В3 - ВЕЗАНА
В4 - СПАВАЊЕ
 В - ВРЕЋА
Г1 - ПТИЦЕ
Г2 - ЦВЕЋЕ
Г3 - ЈЕЖЕВА
Г4 - СЛОБОДИЦА
 Г - КУЋИЦА
??? - КАМП

А1 - БАСНА
А2 - ГАВРАН
А3 - ЛУКАВОСТ
А4 - БУНДА
 А - ЛИСИЦА
Б1 - ПЕЋ
Б2 - ЛОТО
Б3 - ПАЛИЦЕ
Б4 - ДОБОШ
 Б - БУБАЊ
В1 - ТОЧАК
В2 - МЛЕВЕЊЕ
В3 - ФЛОСА
В4 - ЛОПАТИЦЕ
 В - ВОДЕНИЦА
Г1 - КАЛИФОРНИЈА
Г2 - ОХРИД
Г3 - МЕКОУСНА
Г4 - РИБА
 Г - ПАСТРМКА
??? - ПОТОК
