6085. емисија
91. циклус
54. емисија
24. 10. 2015.
www.youtube.com/watch?v=fjuIhdud1ww

А1 - СТЕНДАЛ
А2 - ЛЕОНОВ
А3 - СИМОВИЋ
А4 - ГЕТЕ
 А - КЊИЖЕВНИК
Б1 - ЦИЛИНДАР
Б2 - ПРОСЈАК
Б3 - ПАНАМА
Б4 - МАЂИОНИЧАР
 Б - ШЕШИР
В1 - АВ
В2 - АВ
В3 - ВАУ
В4 - ВАУ
 В - ЛАЈАЊЕ
Г1 - ЈАТО
Г2 - СЈАЈ
Г3 - НЕБО
Г4 - ГАЛАКСИЈА
 Г - ЗВЕЗДЕ
??? - МИЛОВАН ВИТЕЗОВИЋ

А1 - НУКЛЕАРНА
А2 - ХЕМИЈСКА
А3 - НЕСВЕСНА
А4 - МУЊЕВИТА
 А - РЕАКЦИЈА
Б1 - НАСЛЕЂИВАЊЕ
Б2 - КИСЕЛИНА
Б3 - ВОТСОН
Б4 - КРИК
 Б - DNK
В1 - СЕДЛО
В2 - ВРХ
В3 - ПРЕВОЈ
В4 - ПОДНОЖЈЕ
 В - ПЛАНИНА
Г1 - СИНГЕР
Г2 - ЧИЧА ТОМА
Г3 - ГРОБ
Г4 - НАВИКА
 Г - РОБ
??? - ЛАНАЦ
