5921. емисија
89. циклус
12. емисија
29. 04. 2015.
www.youtube.com/watch?v=MPHuTkb4bT4

А1 - КУПОЛА
А2 - ХАЛА
А3 - ИЗЛОЖБА
А4 - МАНИФЕСТАЦИЈА
 А - САЈАМ
Б1 - ЛУЈ ПАСТЕР
Б2 - МИХАЈЛО ПУПИН
Б3 - ВИНЧА
Б4 - НАУКА
 Б - ИНСТИТУТ
В1 - ДРВНИ
В2 - МЕТАЛУРГИЈА
В3 - АЛУМИНИЈУМ
В4 - ПРЕДУЗЕЋЕ
 В - КОМБИНАТ
Г1 - УПИС
Г2 - ИСПИТ
Г3 - ДИПЛОМА
Г4 - ПРЕДАВАЊЕ
 Г - ФАКУЛТЕТ
??? - ПОЉОПРИВРЕДНИ

А1 - ОСОБИНЕ
А2 - ОДЛИКЕ
А3 - ЛЕКОВИТА
А4 - ФИЗИЧКА
 А - СВОЈСТВА
Б1 - СТАБИЛНОСТ
Б2 - БАЛАНС
Б3 - ЦЕНТАР
Б4 - УХО
 Б - РАВНОТЕЖА
В1 - САСТАВ
В2 - ГРАЂА
В3 - КРИСТАЛНА
В4 - ВЛАСНИЧКА
 В - СТРУКТУРА
Г1 - АУТО-
Г2 - МЕЂУНАРОДНА
Г3 - ВАЛУТА
Г4 - РЕГИСТРАЦИЈА
 Г - ОЗНАКА
??? - ХЕМИЈСКА
