7361. емисија
115. циклус
19. емисија
23. 06. 2019.
www.youtube.com/watch?v=v6GVchJacAo

А1 - ПОМОЋ
А2 - МЕТАЛ
А3 - ПАПИР
А4 - ВРЕМЕ
 А - НОВАЦ
Б1 - СРЕЋА
Б2 - ДЕТЕ
Б3 - ПРЕСТО
Б4 - ВИДЕО
 Б - ИГРА
В1 - САЛОН
В2 - ЦРВЕНИ
В3 - ДВАДЕСЕТИ
В4 - РЕВОЛУЦИЈА
 В - ОКТОБАР
Г1 - ШМИТ
Г2 - КОКОШКА
Г3 - ВАЈЛД
Г4 - ПОПУЛАРНОСТ
 Г - ОСКАР
??? - НАГРАДА

А1 - СТРУЈА
А2 - КИСЕОНИК
А3 - АЗОТ
А4 - ФИЛТЕР
 А - ВАЗДУХ
Б1 - ТРКА
Б2 - ПОЗИЦИЈА
Б3 - БРОЈ
Б4 - ПИШТОЉ
 Б - СТАРТ
В1 - ПУТ
В2 - БУЏЕТ
В3 - ЗАКОН
В4 - ГОЛФ
 В - РУПА
Г1 - ЛИЦЕ
Г2 - МИЛЕНА ДРАВИЋ
Г3 - ДРАГАН НИКОЛИЋ
Г4 - ЧАСТ
 Г - ОБРАЗ
??? - ЂОН
