6163. емисија
93. циклус
10. емисија
10. 01. 2016.
www.youtube.com/watch?v=NTOMusoq-Ms

А1 - ВОКАЛ
А2 - ИНТЕРПРЕТАЦИЈА
А3 - ОПЕРА
А4 - МАЈСТОРИ
 А - ПЕВАЧИ
Б1 - ВИСОКО
Б2 - КРЕМ
Б3 - КЛАСНО
Б4 - АКЦИОНАРСКО
 Б - ДРУШТВО
В1 - ТРАКА
В2 - КАДАР
В3 - БРЗИНА
В4 - ПРОЈЕКЦИЈА
 В - ФИЛМ
Г1 - ЛОГАРИТАМ
Г2 - РЕГИСТРАЦИЈА
Г3 - МОЈСИЈЕ
Г4 - МНОЖЕЊЕ
 Г - ТАБЛИЦА
??? - КЛАПА

А1 - ВАТРА
А2 - ЉУБАВ
А3 - КОПРИВА
А4 - ПТИЦА
 А - ЖАР
Б1 - АВИОН
Б2 - РАЖ
Б3 - ЗАСЕДА
Б4 - ПУШКА
 Б - ЛОВАЦ
В1 - МЕХАНИКА
В2 - КОНГРЕС
В3 - ВАЛЦЕР
В4 - ДУНАВ
 В - БЕЧ
Г1 - УСТАНАК
Г2 - ТОПОЛА
Г3 - ВОЖД
Г4 - СРЕТЕЊЕ
 Г - КАРАЂОРЂЕ
??? - ШНИЦЛА
