6323. емисија
95. циклус
48. емисија
18. 06. 2016.
www.youtube.com/watch?v=41jF-M1Ji1o

А1 - СУНЦОКРЕТ
А2 - ЛУБЕНИЦА
А3 - БИОСКОП
А4 - СЛАНЕ
 А - СЕМЕНКЕ
Б1 - КОРЕ
Б2 - ПЛЕХ
Б3 - ЛЕЊА
Б4 - СУВА
 Б - ПИТА
В1 - БАЈКА
В2 - БАЛ
В3 - ПОНОЋ
В4 - ЦИПЕЛА
 В - ПЕПЕЉУГА
Г1 - ФИЈАКЕР
Г2 - ДИЛИЖАНСА
Г3 - ТРОЈКА
Г4 - ПОШТАНСКА
 Г - КОЧИЈА
??? - БУНДЕВА

А1 - СТРАШИЛО
А2 - ПУЖ
А3 - ОКОПАВАЊЕ
А4 - ГРОЖЂЕ
 А - ВИНОГРАД
Б1 - КАЗАН
Б2 - ЧАШИЦА
Б3 - ПЕЧЕЊЕ
Б4 - ШЉИВА
 Б - РАКИЈА
В1 - СРЕЋНА
В2 - БЛАГО
В3 - ГЛАВА
В4 - ФАМИЛИЈА
 В - ПОРОДИЦА
Г1 - СТАКЛО
Г2 - БАЈА
Г3 - БОТАНИКА
Г4 - ГАРНИТУРА
 Г - БАШТА
??? - ЛОЗА
