6324. емисија
95. циклус
49. емисија
19. 06. 2016.
www.youtube.com/watch?v=yHwWc13QE74

А1 - ЛОГОР
А2 - ОЛИМПИЈСКА
А3 - СТРЕЛА
А4 - ПЛАМЕН
 А - ВАТРА
Б1 - СЛАМА
Б2 - ПРСТЕН
Б3 - ВЕНЧАЊЕ
Б4 - ДУГМЕ
 Б - КУМ
В1 - ЧЕСМА
В2 - РИБА
В3 - ТЕШКА
В4 - КИСЕЛА
 В - ВОДА
Г1 - ЗЛАТОУСТИ
Г2 - ЦВИЈИЋ
Г3 - ДУЧИЋ
Г4 - ГОСПОДАР
 Г - ЈОВАН
??? - КРШТЕЊЕ

А1 - КАЗНЕНИ
А2 - БРИСАНИ
А3 - ЖИВОТНИ
А4 - СТАМБЕНИ
 А - ПРОСТОР
Б1 - СКУП
Б2 - СИСТЕМ
Б3 - ГРАДИВНИ
Б4 - ХАЛОГЕНИ
 Б - ЕЛЕМЕНТИ
В1 - ФИГУРА
В2 - ПЕРСПЕКТИВА
В3 - ПРОГРЕСИЈА
В4 - НАЦРТНА
 В - ГЕОМЕТРИЈА
Г1 - ШКОЛА
Г2 - ЛУКА
Г3 - СВЕТИОНИК
Г4 - АФРИКА
 Г - АЛЕКСАНДРИЈА
??? - ЕУКЛИД
