6294. емисија
95. циклус
19. емисија
20. 05. 2016.
www.youtube.com/watch?v=I7u1hniuzTg

А1 - ОПИЈУМ
А2 - РУЖЕ
А3 - ГРАЂАНИ
А4 - ЗАЛИВ
 А - РАТ
Б1 - ЕКСПЛОЗИВ
Б2 - ГРОМ
Б3 - ПРОЛОМ
Б4 - ПУЦАЊ
 Б - ПРАСАК
В1 - ЧВОР
В2 - БРАТ
В3 - НАКВАШЕНИ
В4 - ВЛАЖНИ
 В - МОКРИ
Г1 - ШУМАРАК
Г2 - СЛАВУЈ
Г3 - ГАЈ
Г4 - РАДОВАЊСКИ
 Г - ЛУГ
??? - ВЕЛИКИ

А1 - ПОЧЕТАК
А2 - ЧАСТ
А3 - КОРЕН
А4 - КОВАНИЦА
 А - РЕЧ
Б1 - МАТЕРИЈАЛ
Б2 - ПОДАЦИ
Б3 - МАШИНСКА
Б4 - ТОНСКА
 Б - ОБРАДА
В1 - ГИМНАСТИКА
В2 - ШКОЛА
В3 - ПРОСЕК
В4 - ТАКМИЧЕЊЕ
 В - ОЦЕНА
Г1 - ТРКА
Г2 - ВЕРЗИЈА
Г3 - УТАКМИЦА
Г4 - КОНАЧНА
 Г - ФИНАЛНА
??? - ЗАВРШНА
