6871. емисија
104. циклус
47. емисија
17. 02. 2018.
www.youtube.com/watch?v=k3AicLbprTw

А1 - КОКОШКА
А2 - СРЦЕ
А3 - ЖЛЕЗДА
А4 - ЈУНАЧКЕ
 А - ГРУДИ
Б1 - НАГРАДЕ
Б2 - ПРИЗНАЊА
Б3 - ДИПЛОМЕ
Б4 - УРУЧИВАЊЕ
 Б - ДОДЕЛА
В1 - РИМ
В2 - ЈЕДИНИЦА
В3 - СТРАНЦИ
В4 - ВАРШАВА
 В - ЛЕГИЈА
Г1 - ОФИЦИР
Г2 - ПРИЦИЈЕВИ
Г3 - КОДЕКС
Г4 - УКАЗАТИ
 Г - ЧАСТ
??? - ОРДЕН

А1 - ДОМАЋА
А2 - ШКОЛСКА
А3 - КЊИГЕ
А4 - ОБАВЕЗНА
 А - ЛЕКТИРА
Б1 - СЈАЈ
Б2 - СИЛИКОН
Б3 - ПОЉУБАЦ
Б4 - ХАРМОНИКА
 Б - УСНЕ
В1 - ТОК
В2 - МОЗАК
В3 - ТЕШКЕ
В4 - МУДРЕ
 В - МИСЛИ
Г1 - ГОРИВО
Г2 - ЂУБРИВО
Г3 - СТАЊЕ
Г4 - ФЛУИДНО
 Г - ТЕЧНО
??? - ЧИТАЊЕ
