5899. емисија
88. циклус
51. емисија
07. 04. 2015.
www.youtube.com/watch?v=yC6xyU418ns

А1 - ПОЗОРИШТЕ
А2 - СПИСАК
А3 - БОГАТ
А4 - МЕСЕЧНИ
 А - РЕПЕТОАР
Б1 - АУТОМОБИЛ
Б2 - ПРЕДЊЕ
Б3 - ЗАДЊЕ
Б4 - ДЕЧЈЕ
 Б - СЕДИШТЕ
В1 - ВЕРНА
В2 - ПОШТОВАНА
В3 - АПЛАУЗ
В4 - КОНЦЕРТ
 В - ПУБЛИКА
Г1 - СУНЦЕ
Г2 - СЛАДОЛЕД
Г3 - ЛУБЕНИЦА
Г4 - БАШТА
 Г - ЛЕТО
??? - БИОСКОП

А1 - ШАТОР
А2 - ГУЖВА
А3 - САЈАМ
А4 - ШАБАЦ
 А - ВАШАР
Б1 - ЧЕП
Б2 - МУЋКАЊЕ
Б3 - МЕХУРИЋИ
Б4 - ВИНО
 Б - ШАМПАЊАЦ
В1 - РАД
В2 - СВЕТАЦ
В3 - ДРЖАВА
В4 - НЕДЕЉА
 В - ПРАЗНИК
Г1 - ВАЗА
Г2 - ХРАНА
Г3 - ЧЕТВРТ
Г4 - МЕДИЦИНА
 Г - КИНЕСКА
??? - НОВА ГОДИНА
