6432. емисија
97. циклус
35. емисија
05. 12. 2016.
www.youtube.com/watch?v=7NgBx0VFJWU

А1 - АРИТМЕТИЧКА
А2 - ОСА
А3 - АВОГАДРО
А4 - ЛУДОЛФ
 А - БРОЈ
Б1 - УГЉЕНИК
Б2 - САТУРН
Б3 - СУБОТА
Б4 - ЈУН
 Б - ШЕСТ
В1 - ТАЧКА
В2 - МРЖЊЕЊЕ
В3 - ЦИФРА
В4 - АПСОЛУТНА
 В - НУЛА
Г1 - ЧАША
Г2 - ВИНО
Г3 - МЕХУРИЋИ
Г4 - ФРАНЦУСКА
 Г - ШАМПАЊАЦ
??? - МИЛИОН

А1 - СПАВАЊЕ
А2 - ДУШЕК
А3 - БАЛДАХИН
А4 - РАСКЛАПАЊЕ
 А - КРЕВЕТ
Б1 - ПАРФЕ
Б2 - МАРКИЗА
Б3 - ПАНАМА
Б4 - КЕСТЕН
 Б - ТОРТА
В1 - ЛИНИЈА
В2 - КОНДУКТЕР
В3 - ЗГЛОБ
В4 - СТАНИЦА
 В - АУТОБУС
Г1 - ТЕМЕЉ
Г2 - КРОВ
Г3 - ПРАГ
Г4 - СИГУРНА
 Г - КУЋА
??? - СПРАТ
