5948. емисија
89. циклус
39. емисија
26. 05. 2015.
www.youtube.com/watch?v=JbfWci32PsE

А1 - САЛАТА
А2 - КИСЕЛИНА
А3 - КАРАФИНДЛ
А4 - ЗИМНИЦА
 А - СИРЋЕ
Б1 - МЕТЛА
Б2 - ПРОЛЕЋЕ
Б3 - ТЕПИХ
Б4 - ХЕМИЈСКО
 Б - ЧИШЋЕЊЕ
В1 - БАЛОН
В2 - ИСТИНА
В3 - ПОДРУМ
В4 - МУШИЦА
 В - ВИНО
Г1 - ДУГМЕ
Г2 - МЕСЕЧИНА
Г3 - ЂУРЂЕВДАН
Г4 - КАЛАШЊИКОВ
 Г - ГОРАН БРЕГОВИЋ
??? - АЛКОХОЛ

А1 - НОВИНАР
А2 - МАНДАРИН
А3 - ПЕКИНГ
А4 - ДИВЉА
 А - ПАТКА
Б1 - РЕКА
Б2 - КАПИЈА
Б3 - ЦЕНТАР
Б4 - ДОЛИНКА
 Б - САВА
В1 - ПЛАНИНА
В2 - ПИРАМИДА
В3 - ИГЛА
В4 - ЈЕЗИК
 В - ВРХ
Г1 - ШЕЋЕР
Г2 - ПОРОДИЦА
Г3 - ПЕТА
Г4 - ПАМЕТ
 Г - ГЛАВА
??? - ПИСМО
