6554. емисија
99. циклус
35. емисија
06. 04. 2017.
www.youtube.com/watch?v=4rMvCarNutA

А1 - УГОВОР
А2 - ПОТВРДА
А3 - УДАРИТИ
А4 - СЕДМИ
 А - ПЕЧАТ
Б1 - СТУДИРАЊЕ
Б2 - НЕПЛАЋЕНО
Б3 - ДЕФИЦИТ
Б4 - РЕБАЛАНС
 Б - БУЏЕТ
В1 - РАД
В2 - ВАТРОМЕТ
В3 - БОЖИЋ
В4 - СЛОБОДНИ ДАНИ
 В - ПРАЗНИК
Г1 - ИГРА
Г2 - КОЦКА
Г3 - ЗЕМЉИШТЕ
Г4 - ТАБЛА
 Г - МОНОПОЛ
??? - ДРЖАВНИ

А1 - ПОЛОЖАЈ
А2 - СТАЊЕ
А3 - ПРАВНИ
А4 - QUO
 А - СТАТУС
Б1 - БОЛНИЦА
Б2 - ХОТЕЛ
Б3 - СПРАТ
Б4 - ЛЕЖАЈ
 Б - КРЕВЕТ
В1 - КРАК
В2 - ПИТАГОРА
В3 - МАРАМА
В4 - БЕРМУДИ
 В - ТРОУГАО
Г1 - КУПОПРОДАЈНИ 
Г2 - АНЕКС
Г3 - ПОТПИС
Г4 - ПЕЧАТ 
 Г - УГОВОР 
??? - БРАЧНИ
