5798. емисија
87. циклус
11. емисија
27. 12. 2014.
www.youtube.com/watch?v=5isu0P8kQBM

А1 - ТАТРА
А2 - СКАНИЈА
А3 - КАМАЗ
А4 - МАН
 А - КАМИОН
Б1 - КОРАЛИ
Б2 - КАРАНФИЛ
Б3 - КРСТ
Б4 - ОКТОБАР
 Б - ЦРВЕНИ
В1 - ЖЕНА
В2 - РИБА
В3 - ПЕСМА
В4 - ФАБРИКА
 В - СИРЕНА
Г1 - НЕСРЕЋА
Г2 - МОЛЕР
Г3 - ДУПЛЕ
Г4 - ПЕЊАЊЕ
 Г - МЕРДЕВИНЕ
??? - ВАТРОГАСЦИ

А1 - ОКЛОП
А2 - ВОЗИЛО
А3 - КУПОЛА
А4 - МИТРАЉЕЗ
 А - ТЕНК
Б1 - НАРОДНИ
Б2 - ИСТОЧНИ
Б3 - ЗАПАДНИ
Б4 - СРЕМ
 Б - ФРОНТ
В1 - МУКА
В2 - ПОЗНАВАЊЕ
В3 - ХЕРОЈИ
В4 - 9 ЈУГОВИЋА
 В - ЈУНАЦИ
Г1 - НИКШИЋ
Г2 - ФК
Г3 - БИСТРИЦА
Г4 - РЕКА
 Г - СУТЈЕСКА
??? - БИТКА
