5642. емисија
84. циклус
38. емисија
09. 06. 2014.
www.youtube.com/watch?v=EO8x7xf-x9Q

А1 - ПОТРАЖЊА
А2 - НЕСТАШИЦА
А3 - НОВАЦ
А4 - ТРГОВИНА
 А - РОБА
Б1 - КАМИОН
Б2 - ТЕРЕТ
Б3 - СКИДАЊЕ
Б4 - ИСКРЦАЈ
 Б - ИСТОВАР
В1 - ФЕЈНОРД
В2 - СПАРТА
В3 - ХОЛАНДИЈА
В4 - ГРАД
 В - РОТЕРДАМ
Г1 - ЕГИПАТ
Г2 - СВЕТИОНИК
Г3 - БИБЛИОТЕКА
Г4 - МЕДИТЕРАН
 Г - АЛЕКСАНДРИЈА
??? - ЛУКА

А1 - МЕТАЛ
А2 - ПАПИР
А3 - ПРАЊЕ
А4 - ЗАРАДА
 А - НОВАЦ 
Б1 - КОНЦЕРТ
Б2 - ГЕСТ
Б3 - МИЛОСРДНИ
Б4 - ДОБРОТВОРНИ
 Б - ХУМАНИТАРНИ
В1 - ОБАВЕЗНО
В2 - ИМОВИНА
В3 - ЛИЦЕ
В4 - ЖИВОТНО
 В - ОСИГУРАЊЕ
Г1 - ЛОТО
Г2 - ГЛАВНИ
Г3 - ПРЕМИЈА
Г4 - ЛУТРИЈА
 Г - ДОБИТАК
??? - ФОНД
