7324. емисија
114. циклус
12. емисија
17. 05. 2019.
www.youtube.com/watch?v=7ls0ShHx4Ks

А1 - КОКТЕЛ
А2 - МАТИЈА БЕЋКОВИЋ
А3 - ИЗВЛАЧЕЊЕ
А4 - ДАВЉЕНИК
 А - СЛАМКА
Б1 - ЛЕВА
Б2 - ДЕСНА
Б3 - КОЧНИЦА
Б4 - ДЛАН
 Б - РУКА
В1 - ВРАТА
В2 - УЗБУНА
В3 - ЦРКВА
В4 - ЦАР
 В - ЗВОНО
Г1 - КЊИЖИЦА
Г2 - ТАЈНА
Г3 - РОК
Г4 - ВЕЖБА
 Г - ВОЈСКА
??? - СПАС

А1 - ПРИЛОГ
А2 - ЗЛОЧИН
А3 - НАСЕЉЕ
А4 - НОВО
 А - МЕСТО
Б1 - ПОДЗЕМЉЕ
Б2 - ВРАТА
Б3 - РОК
Б4 - ГАЛИЦИЗАМ
 Б - ГАРАЖА
В1 - ПОРЦЕЛАН
В2 - ТЕНИС
В3 - ОДБОЈКА
В4 - ПОПРАВКА
 В - СЕРВИС
Г1 - ЗГЛАВКАР
Г2 - МРЕЖА
Г3 - КРСТАШ
Г4 - АРАХНОФОБИЈА
 Г - ПАУК
??? - ПАРКИНГ
