5931. емисија
89. циклус
22. емисија
09. 05. 2015.
www.youtube.com/watch?v=v9yCMFYzHYI

А1 - АКАДЕМИЈА
А2 - ФАНТАСТИКА
А3 - ПРИРОДА
А4 - ЕКОНОМИЈА
 А - НАУКА
Б1 - ИГРА
Б2 - ГРАЈА
Б3 - КОЛИЦА
Б4 - СОБА
 Б - ДЕЧЈА
В1 - ПЛЕМЕНИТА
В2 - ЉУБАВ
В3 - МРЖЊА
В4 - ГНЕВ
 В - ОСЕЋАЊА
Г1 - ЗНАЊЕ
Г2 - СТИЦАЊЕ
Г3 - УСАВРШАВАЊЕ
Г4 - ШКОЛА
 Г - УЧЕЊЕ
??? - ПСИХОЛОГИЈА

А1 - АМАЗОНИЈА
А2 - АФРИКА
А3 - ПРАШУМА
А4 - АСФАЛТ
 А - ЏУНГЛА
Б1 - ИСТОК
Б2 - СУКОБ
Б3 - ДЕСНА
Б4 - ЛЕВА
 Б - СТРАНА
В1 - ПОДНЕСАК
В2 - АПЕЛАТ
В3 - УСВОЈЕНА
В4 - ОДБАЧЕНА
 В - ЖАЛБА
Г1 - ЋЕЛИЈА
Г2 - ПЛОЧА
Г3 - ГЛАВНА
Г4 - СРЕДИШНА
 Г - МАТИЧНА
??? - КЊИГА
