6619. емисија
100. циклус
39. емисија
10. 06. 2017.
www.youtube.com/watch?v=N8Wic_vgIgc

А1 - КОЧИЈЕ
А2 - ТРКЕ
А3 - ПОЛО
А4 - ВРАНИ
 А - КОЊИ
Б1 - ОГЛЕДАЊЕ
Б2 - НАДМЕТАЊЕ
Б3 - КВИЗ
Б4 - ТУРНИР
 Б - ТАКМИЧЕЊЕ
В1 - ФИТНЕС
В2 - КОНДИЦИЈА
В3 - МЕНАЏЕР
В4 - ОСТАВКА
 В - ТРЕНЕР
Г1 - РАСПУСТ
Г2 - ДВОРАЦ
Г3 - ХЛАДНОЋА
Г4 - СНЕГ
 Г - ЗИМА
??? - СПОРТ

А1 - ДНЕВНА
А2 - УЛЕПШАВАЊЕ
А3 - СЕНКА
А4 - КАРМИН
 А - ШМИНКА
Б1 - ЛУДИ
Б2 - МУДРОСТ
Б3 - БУБРЕГ
Б4 - УГАЉ
 Б - КАМЕН
В1 - МИНЕРАЛ
В2 - НАЈЛАКШИ
В3 - БЕЛИ
В4 - МАГНЕЗИЈУМ
 В - ТАЛК
Г1 - АЗОТ
Г2 - ГАС
Г3 - САПУН
Г4 - ФЛУИДНИ
 Г - ТЕЧНИ
??? - ПУДЕР
