6836. емисија
104. циклус
12. емисија
13. 01. 2018.
www.youtube.com/watch?v=A4WRz511dC0

А1 - САТЕЛИТ
А2 - РАДИО
А3 - ПРИЈЕМ
А4 - КРОВ
 А - АНТЕНА
Б1 - НОЖ
Б2 - ПОЉЕ
Б3 - ЗЕЛЕНИ
Б4 - НАЈЕЗДА
 Б - СКАКАВАЦ
В1 - БОЦА
В2 - ПРСКАЊЕ
В3 - ДЕЗОДОРАНС
В4 - ЛАК
 В - СПРЕЈ
Г1 - ЖУТИ
Г2 - ЦРВЕНИ
Г3 - ВОЈНИК
Г4 - КРАЉИЦА
 Г - МРАВ
??? - ИНСЕКТ

А1 - 25 МЕТАРА
А2 - ОЛИМПИЈСКИ
А3 - ТЕРМАЛНИ
А4 - СКАКАОНИЦА
 А - БАЗЕН
Б1 - ДОЧЕК
Б2 - ПОСЕТА
Б3 - НЕНАДАНИ
Б4 - ПОЧАСНИ
 Б - ГОСТ
В1 - ГРАНА
В2 - ПРИВРЕДА
В3 - ОДМОР
В4 - ПУТОВАЊА
 В - ТУРИЗАМ
Г1 - ЗАПОСЛЕНИ
Г2 - РАДНО
Г3 - ЉУДСТВО
Г4 - ПЕРСОНАЛ
 Г - ОСОБЉЕ
??? - ХОТЕЛ
