6777. емисија
103. циклус
14. емисија
15. 11. 2017.
www.youtube.com/watch?v=e3SyNuDH8Xc

А1 - ИНТЕРНА
А2 - НАРОДНА
А3 - КИНЕСКА
А4 - СУДСКА
 А - МЕДИЦИНА
Б1 - СПОРТСКА
Б2 - ТАЈЛАНДСКА
Б3 - ТЕЛО
Б4 - РЕЛАКС
 Б - МАСАЖА
В1 - СОБА
В2 - ЕЛЕКТРО-
В3 - СТАЊЕ
В4 - АНАФИЛАКТИЧКИ
 В - ШОК
Г1 - НАСТАВА
Г2 - ВОЖЊА
Г3 - СЕДНИЦА
Г4 - УРЕДНА
 Г - РЕДОВНА
??? - ТЕРАПИЈА

А1 - УЧВРСТИТИ
А2 - ...БЕДЕМ
А3 - ...ЧИЊЕНИЦЕ
А4 - ...ИСТИНУ
 А - УТВРДИТИ
Б1 - РОДИТЕЉИ
Б2 - ЉУБАВ
Б3 - НА СЛЕПО
Б4 - ХАЈДУЦИ
 Б - САСТАНАК
В1 - КОТА
В2 - КРАЈ
В3 - ГЕОМЕТРИЈА
В4 - ОСЛОНАЦ
 В - ТАЧКА
Г1 - СВАКОЈАКО
Г2 - ШАРОЛИКО
Г3 - РАЗЛИЧИТО
Г4 - ОГЛАСИ
 Г - РАЗНО
??? - ДНЕВНИ РЕД 
