6122. емисија
92. циклус
30. емисија
30. 11. 2015.
www.youtube.com/watch?v=RYlrXLXZg8o

А1 - ФУДБАЛЕРИ
А2 - ПРЕЛАЗАК
А3 - НОВАЦ
А4 - ЛИСТА
 А - ТРАНСФЕР
Б1 - ПОВЕРЉИВИ
Б2 - ЛИЧНИ
Б3 - ОБРАДА
Б4 - СТАТИСТИЧКИ
 Б - ПОДАЦИ
В1 - РЕЛИКВИЈЕ
В2 - СВЕТИТЕЉ
В3 - ОСТАЦИ
В4 - ПОСМРТНИ
 В - МОШТИ
Г1 - КОМЕНТАТОР
Г2 - ДУХ
Г3 - КЛУБ
Г4 - ЖУРНАЛ
 Г - СПОРТСКИ
??? - ПРЕНОС

А1 - КОСА
А2 - ЦИПЕЛЕ
А3 - ПАРКЕТ
А4 - ЗАШТИТА
 А - ЛАК
Б1 - ПРЕЛИВ
Б2 - ТОРТА
Б3 - ЦАКЛИНА
Б4 - ПИРИНАЧ
 Б - ГЛАЗУРА
В1 - КРПА
В2 - ТРЉАЊЕ
В3 - ГЛАНЦАЊЕ
В4 - ЗУБИ
 В - ПОЛИРАЊЕ
Г1 - ОЛОВО
Г2 - ПРЕЛАЗНИ
Г3 - АЛУМИНИЈУМ
Г4 - НОВАЦ 
 Г - МЕТАЛ
??? - СЈАЈ
