6506. емисија
98. циклус
48. емисија
17. 02. 2017.
www.youtube.com/watch?v=F9dellExOsQ

А1 -  ДРЖАВА
А2 - МАРКЕС
А3 - МЕДЕЉИН
А4 - БОГОТА
 А - КОЛУМБИЈА
Б1 - ЏОРЏ
Б2 - СИЈЕТЛ
Б3 - КОНГРЕС
Б4 - ОБЕЛИСК
 Б - ВАШИНГТОН
В1 - ГРАД
В2 - ПОСАВИНА
В3 - ПРУГА
В4 - БАНОВИЋИ
 В - БРЧКО
Г1 - МУЗЕ
Г2 - ЈУГОВИЋИ
Г3 - СЕПТЕМБАР
Г4 - БРОЈ
 Г - ДЕВЕТ
??? - ДИСТРИКТ

А1 - МЕТАК
А2 - ПРАВАЦ
А3 - КРЕТАЊЕ
А4 - ТОК
 А - ПУТАЊА
Б1 - ГРОЗНИЦА
Б2 - СУБОТА
Б3 - МАТУРА
Б4 - ШКОЉ
 Б - ВЕЧЕ
В1 - МАРКА
В2 - ФУНТА
В3 - ЈЕН
В4 - СОМ
 В - ВАЛУТА
Г1 - БЕЛА
Г2 - ТОП
Г3 - ГЛАСАЊЕ
Г4 - ШЕНГЕН
 Г - ЛИСТА
??? - КУРС
