6960. емисија
106. циклус
14. емисија
17. 05. 2018.
www.youtube.com/watch?v=BI0AlfjrBd0

А1 - ВАЗДУХ
А2 - ВИНО
А3 - ДУВАЊЕ
А4 - УКРАС
 А - БАЛОН
Б1 - АМЕРИКА
Б2 - ГРИЗ
Б3 - ЗРНО
Б4 - ПРЕКРУПА
 Б - КУКУРУЗ
В1 - СВЕЧАНА
В2 - КАРИРАНА
В3 - РУБАШКА
В4 - КРАГНА
 В - КОШУЉА
Г1 - САБЉА
Г2 - ПРЕСТОНИЦА
Г3 - СИРИЈА
Г4 - ДРЕВНОСТ
 Г - ДАМАСК
??? - СВИЛА

А1 - МУЗИКА 
А2 - ЖАНР
А3 - БОНИ ЕМ
А4 - ДОНА САМЕР
 А - ДИСКО
Б1 - ПАРТИЈА
Б2 - ПОРОДИЦА
Б3 - БИБЛИОТЕКА
Б4 - КАРТА
 Б - ЧЛАН
В1 - МАЈИЦА
В2 - СПОРТ
В3 - РЕПРЕЗЕНТАЦИЈА
В4 - ФИЗИЧКО
 В - ДРЕС
Г1 - КИШ
Г2 - ДАНОЈЛИЋ
Г3 - АЛБАХАРИ
Г4 - ПИСАЦ
 Г - КЊИЖЕВНИК
??? - КЛУБ
