6018. емисија
90. циклус
48. емисија
04. 08. 2015.
www.youtube.com/watch?v=nBjTZsawRqI

А1 - ЗЕМЉА
А2 - СЛАДОЛЕД
А3 - МОЦАРТ
А4 - БИЛИЈАР
 А - КУГЛА
Б1 - МОРЕ
Б2 - УШИ
Б3 - КАРОСЕРИЈА
Б4 - ПЛАШТ
 Б - ШКОЉКА
В1 - ЈЕЗЕРО
В2 - ГРАД
В3 - МАКЕДОНИЈА
В4 - ЛЕГЕНДА
 В - ОХРИД
Г1 - ЗАЛИВ
Г2 - СЛАНИНА
Г3 - ТОР
Г4 - ПОЛУТКА
 Г - СВИЊЕ
??? - БИСЕР

А1 - МЕЧ
А2 - ДИСЦИПЛИНА
А3 - ЕКИПА
А4 - НАДМЕТАЊЕ
 А - СПОРТ
Б1 - ТРАПЕЗ
Б2 - КЛОВН
Б3 - ЖИВОТИЊЕ
Б4 - ЛЕТЕЋИ
 Б - ЦИРКУС
В1 - ИСТРА
В2 - ГРАД 
В3 - ФИЛМ
В4 - ФЕСТИВАЛ
 В - ПУЛА
Г1 - ПОЛУГА
Г2 - ГРОЗНИЦА
Г3 - ЖИЦА
Г4 - КОПАЧКА
 Г - ЗЛАТНА
??? - АРЕНА
