5702. емисија
85. циклус
37. емисија
22. 09. 2014.
www.youtube.com/watch?v=xJNwLh7yZSM

А1 - ГРАНА
А2 - ИНДУСТРИЈА
А3 - ЕКОНОМИЈА
А4 - ЗЕМЉОРАДЊА
 А - ПРИВРЕДА
Б1 - ХЕМИЈА
Б2 - ОДВИЈАЊЕ
Б3 - РАЗВОЈ
Б4 - КАФКА
 Б - ПРОЦЕС
В1 - ТЕМА
В2 - ЈАВНА
В3 - ПОЛЕМИКА
В4 - ЖУЧНА
 В - РАСПРАВА
Г1 - ГРОЗНИ
Г2 - ЈЕЗИВИ
Г3 - УЖАСНИ
Г4 - ХОГАР
 Г - СТРАШНИ
??? - СУД

А1 - ВОДА
А2 - РЕЗАНЦИ
А3 - ЛИСНАТО
А4 - КИСЕЛО
 А - ТЕСТО
Б1 - ПОЗОРИШТЕ
Б2 - ПРЕДСТАВА
Б3 - ДЕО
Б4 - НАМЕШТАЈ
 Б - КОМАД
В1 - СВИЊА
В2 - МЛЕКО
В3 - ТИГАР
В4 - КИСЕЛИНА
 В - МАСТ
Г1 - МИШ
Г2 - МЕДВЕД
Г3 - СВЕТ
Г4 - ЛАБУД
 Г - БЕЛИ
??? - ХЛЕБ
