5834. емисија
87. циклус
47. емисија
01. 02. 2015.
www.youtube.com/watch?v=Wg0V8m9AOk4

А1 - СТУБ
А2 - ЖИЦА
А3 - БЕТОН
А4 - ТЕРАСА
 А - ОГРАДА
Б1 - ТЛО
Б2 - ОБРАЂИВАЊЕ
Б3 - ПОСНО
Б4 - ПЛОДНО
 Б - ЗЕМЉИШТЕ
В1 - ПОНАВЉАЊЕ
В2 - МАЈКА
В3 - ШКОЛА
В4 - УСВАЈАЊЕ
 В - ЗНАЊЕ
Г1 - ТРГОВИНА
Г2 - СЛОВО
Г3 - СПРЕМАЊЕ
Г4 - РАТНО ОСТРВО
 Г - ВЕЛИКО
??? - ИМАЊЕ

А1 - ДИЈЕТА
А2 - СЛАБЉЕЊЕ
А3 - КИЛОГРАМИ 
А4 - "СКИДАЊЕ"
 А - МРШАВЉЕЊЕ
Б1 - ЧИСТОЋА
Б2 - ЗАВОД
Б3 - ЛИЧНА
Б4 - МЕНТАЛНА
 Б - ХИГИЈЕНА
В1 - ПРЕНОС
В2 - ПРЕВОЗ
В3 - ТЕРЕТ
В4 - РОБА
 В - ТРАНСПОРТ
Г1 - ЛИЦЕ
Г2 - САВЕТОВАЛИШТЕ
Г3 - ТУМАЧЕЊЕ
Г4 - ЈУРИСТИЧКО
 Г - ПРАВНО
??? - СРЕДСТВО
