6736. емисија
102. циклус
34. емисија
05. 10. 2017.
www.youtube.com/watch?v=Q6KyeLBwTAQ

А1 - ТВРЂАВА
А2 - ТАМИШ
А3 - БАНАТ
А4 - ГРАД
 А - ПАНЧЕВО
Б1 - РУСИЈА
Б2 - КРЕМЉ
Б3 - БОЉШОЈ
Б4 - ЦРВЕНИ ТРГ
 Б - МОСКВА
В1 - УДАР
В2 - НАПОН
В3 - КОЛО
В4 - МОРЕ
 В - СТРУЈА
Г1 - ВЕШ
Г2 - ШИВЕЊЕ
Г3 - ПРОСТА
Г4 - ПАРНА
 Г - МАШИНА
??? - ДИНАМО

А1 - ЗАТВАРАЧ
А2 - ОЛОВКА
А3 - ЛИЦЕНЦА
А4 - ЗАВОД
 А - ПАТЕНТ
Б1 - ОТПЛАТА
Б2 - ГОТОВИНА
Б3 - РАТЕ
Б4 - СТАМБЕНИ
 Б - КРЕДИТ
В1 - БЕЛА
В2 - ЕЛЕКТРО
В3 - МАШИНСКА
В4 - СВИРАЊЕ
 В - ТЕХНИКА
Г1 - СИСТЕМ
Г2 - ПРЕНОС
Г3 - РАЗМЕНА
Г4 - БАЈТ
 Г - ИНФОРМАЦИЈА
??? - БИРО
