6837. емисија
104. циклус
13. емисија
14. 01. 2018.
www.youtube.com/watch?v=kw_vZ884bqM

А1 - РАДНИ ЉУДИ
А2 - ГРАЂАНИ
А3 - СКУП
А4 - ЉОТИЋЕВЦИ
 А - ЗБОР
Б1 - ТАБЛЕТА
Б2 - СИРУП
Б3 - КАПСУЛА
Б4 - БОЛЕСТ
 Б - ЛЕК
В1 - ЕТНОЛОГИЈА
В2 - ПРИРОДА
В3 - ГУГЕНХАЈМ
В4 - ЕРМИТАЖ
 В - МУЗЕЈ
Г1 - ПЛАВИ
Г2 - ПЛЕХ
Г3 - ПРАТЊА
Г4 - МУЗИКА
 Г - ОРКЕСТАР
??? - НАРОДНИ

А1 - ЖИВОТИЊЕ 
А2 - ЗБИРКА
А3 - ЗВЕРИЊАК
А4 - ВЕСЕЛА
 А - МЕНАЖЕРИЈА
Б1 - ИЗЛОГ
Б2 - РЕГАЛ
Б3 - ОРМАН
Б4 - УКРАСНА
 Б - ВИТРИНА
В1 - АЈВАР
В2 - ПЕКМЕЗ
В3 - АМБАЛАЖА
В4 - ПОКЛОПАЦ
 В - ТЕГЛА
Г1 - ЛИЦЕ
Г2 - СЕДА
Г3 - ОБРИЈАНА
Г4 - ПОП
 Г - БРАДА
??? - СТАКЛЕНА
