6916. емисија
105. циклус
31. емисија
03. 04. 2018.
www.youtube.com/watch?v=uiypEpXq35w

А1 - ПАЊ
А2 - СПРАТ
А3 - МАРКИЗА
А4 - ШЛАГ
 А - ТОРТА
Б1 - ЛУНАРНИ
Б2 - СОЛАРНИ
Б3 - ЈУЛИЈАНСКИ
Б4 - ГРЕГОРИЈАНСКИ
 Б - КАЛЕНДАР
В1 - ПРОИЗВОДЊА
В2 - РАСПОДЕЛА
В3 - ТРЖИШТЕ
В4 - КОМОРА
 В - ПРИВРЕДА
Г1 - СМЕНА
Г2 - МУТАЦИЈА
Г3 - ЕВОЛУТИВНА
Г4 - ГЛАСОВНА
 Г - ПРОМЕНА
??? - РЕФОРМА

А1 - ЕКСПЕРТИ
А2 - СНОВИ
А3 - ПРВИ
А4 - РАД
 А - ТИМ
Б1 - ТАКМИЧЕЊЕ
Б2 - МОТО
Б3 - ЛОПТА
Б4 - ДВОРАНА
 Б - СПОРТ
В1 - ОДЕЛО
В2 - СВИЛЕНА
В3 - НАЛИЧЈЕ
В4 - СТАРТ
 В - ПОСТАВА
Г1 - ПРЕДЕО
Г2 - ОБЛАСТ
Г3 - КВАРТ
Г4 - РОДНИ
 Г - КРАЈ
??? - ЕКИПА
