6034. емисија
91. циклус
3. емисија
03. 09. 2015.


А1 - ЧВОР
А2 - АДВОКАТ
А3 - МАРИЈА
А4 - ПАЊ
 А - ДРВО
Б1 - ТЕСТЕРА
Б2 - СЕКИРА
Б3 - ДИВЉА
Б4 - КНЕЗОВИ
 Б - СЕЧА
В1 - ЛЕГЛО
В2 - ПИТОМА
В3 - ЦАРСТВО
В4 - ФАРМА
 В - ЖИВОТИЊА
Г1 - ОДМЕТНИК
Г2 - ДРУЖИНА
Г3 - ШЕРВУД
Г4 - МАРИЈАНА
 Г - РОБИН ХУД
??? - ШУМА

А1 - САМУРАЈИ
А2 - ВЛАШИЋИ
А3 - ОФАНЗИВЕ
А4 - ГРЕХОВИ
 А - СЕДАМ
Б1 - СТАРИ
Б2 - ВАСЦЕЛИ
Б3 - ВРЛИ
Б4 - НОВИ
 Б - СВЕТ
В1 - МУДРАЦИ
В2 - МУСКЕТАРИ
В3 - ДИМЕНЗИЈЕ
В4 - ГРАЦИЈЕ
 В - ТРИ
Г1 - НЕДЕЉА
Г2 - СРЕДА
Г3 - ПЕТАК
Г4 - СУБОТА
 Г - ДАНИ
??? - ЧУДО
