6620. емисија
100. циклус
40. емисија
11. 06. 2017.
www.youtube.com/watch?v=c7XZxE63Mmk

А1 - ЖУТО
А2 - ЦРВЕНО
А3 - ЗЕЛЕНО
А4 - РЕЗУЛТАТ
 А - СЕМАФОР
Б1 - СТРЕЛАЦ
Б2 - РАДИКАЛ
Б3 - УДАРАЦ
Б4 - ПАД
 Б - СЛОБОДАН
В1 - БИКИНИ
В2 - ВУЛКАН
В3 - РЕКА
В4 - ГРЕНЛАНД
 В - ОСТРВО
Г1 - ШПИЦ
Г2 - ТЕЛЕФОН
Г3 - РЕГУЛИСАЊЕ
Г4 - ПРОМЕТ
 Г - САОБРАЋАЈ
??? - ПЕШАК

А1 - СИСТЕМ
А2 - ЗВЕЗДА
А3 - КОРОНА
А4 - СВЕТЛОСТ
 А - СУНЦЕ
Б1 - ГНЕЗДО
Б2 - ЛЕТ
Б3 - ЦРНА
Б4 - СТРАХ
 Б - КУКАВИЦА
В1 - АМОРТИЗЕР
В2 - СПИРАЛА
В3 - ЕЛАСТИЧНА
В4 - ФЕДЕР
 В - ОПРУГА
Г1 - ТОРАЊ
Г2 - ТВРЂАВА
Г3 - НЕБОЈША
Г4 - СВЕТИОНИК
 Г - КУЛА
??? - САТ
