6037. емисија
91. циклус
6. емисија
06. 09. 2015.
www.youtube.com/watch?v=uTbaArDwEFU

А1 - НАФТА
А2 - БУБАЊ
А3 - ТЕРМО
А4 - ВИСОКА
 А - ПЕЋ
Б1 - ПРИЗНАЊЕ
Б2 - ШАМПИОН
Б3 - ЗАСЛУГЕ
Б4 - ОЛИМПИЈСКА
 Б - МЕДАЉА
В1 - ПЕРИОД
В2 - ЛЕД
В3 - ГОДИНА
В4 - ГЛУВО
 В - ДОБА
Г1 - МЕТАЛ
Г2 - ЖИЦА
Г3 - БОР
Г4 - Cu
 Г - БАКАР
??? - БРОНЗА

А1 - ОБРУЧ
А2 - МРЕЖА
А3 - КУКУРУЗ
А4 - ГРУДИ
 А - КОШ
Б1 - ДОБРА
Б2 - СЛАБА
Б3 - ПРЕЛАЗНА
Б4 - ПОКЛОЊЕНА
 Б - ОЦЕНА
В1 - ПРУГА
В2 - ЖЕЉА
В3 - ШИНЕ
В4 - КОЧНИЧАР
 В - ТРАМВАЈ
Г1 - ЗАЧАРАНИ
Г2 - КВАДРАТУРА
Г3 - ЦЕНТАР
Г4 - ТЕТИВА
 Г - КРУГ
??? - ДВОЈКА
