6365. емисија
96. циклус
29. емисија
29. 09. 2016.
www.youtube.com/watch?v=iP2_UzVWpME

А1 - КУХИЊА
А2 - ПЕТИ
А3 - МОНТАЖНИ
А4 - СИСТЕМ
 А - ЕЛЕМЕНТ
Б1 - СКЛОП
Б2 - САСТАВ
Б3 - РЕЧЕНИЧНА
Б4 - КРОВНА
 Б - КОНСТРУКЦИЈА
В1 - НОЖ
В2 - ВИЉУШКА
В3 - КАШИКА
В4 - СРЕБРНИ
 В - ЕСЦАЈГ
Г1 - МАСИВНИ
Г2 - БОМБАРДЕР
Г3 - РОК
Г4 - НАПОРНИ
 Г - ТЕШКИ
??? - МЕТАЛ

А1 - БАЛОНИ
А2 - ГУМА
А3 - СЛАТКЕ
А4 - КУТИЈА
 А - ЖВАКЕ
Б1 - НАСЛЕДСТВО
Б2 - ПОТОМЦИ
Б3 - ПРИЧЕ
Б4 - УКРАС
 Б - ДЕЦА
В1 - ЗМИЈА
В2 - КОШУЉИЦА
В3 - ДАЉИНСКИ
В4 - ТВ КАНАЛИ
 В - МЕЊАЊЕ
Г1 - ПРАШАК
Г2 - ФИЛТЕР
Г3 - ЧАЈ
Г4 - БОМБОНИ
 Г - КЕСИЦА
??? - СЛИЧИЦЕ
