7027. емисија
107. циклус
20. емисија
23. 07. 2018.
www.youtube.com/watch?v=G5iO5Zzc5rk

А1 - КАЗАЉКА
А2 - ПИЈАЦА
А3 - ТЕГ
А4 - АПОТЕКА
 А - ВАГА
Б1 - ЈЕДИНИЦА
Б2 - СТОПА
Б3 - ФУНТА
Б4 - ДАРА
 Б - МЕРА
В1 - УЛИЦА
В2 - БРОЈ
В3 - МЕСТО
В4 - ИНТЕРНЕТ
 В - АДРЕСА
Г1 - СПОРТ
Г2 - ВРЕМЕ
Г3 - ПРЕДВИЂАЊЕ
Г4 - ДУГОРОЧНА
 Г - ПРОГНОЗА
??? - ТАЧНА

А1 - СПЕЦИЈАЛНА
А2 - СОБА
А3 - ЛЕКАР
А4 - НЕГА
 А - БОЛНИЦА
Б1 - САСТАВ
Б2 - РЕАКЦИЈА
Б3 - ЕЛЕМЕНТ
Б4 - ОЛОВКА
 Б - ХЕМИЈА
В1 - СВОЈ
В2 - ОНО
В3 - НИКО
В4 - НАШ
 В - ЗАМЕНИЦА
Г1 - ИМЕНИЦА
Г2 - СВОЈИНА
Г3 - ОДЛУКА
Г4 - ГРОБНИЦА
 Г - ЗАЈЕДНИЧКА
??? - ОПШТА
