7378. емисија
116. циклус
6. емисија
10. 07. 2019.
www.youtube.com/watch?v=IJnzzTcu2uI

А1 - ПИСАЦ
А2 - СЕКЦИЈА
А3 - ПОЗОРИШТЕ
А4 - ПАУЗА
 А - ДРАМА
Б1 - ДУЖИНА
Б2 - ВИА
Б3 - НАЛЕТ
Б4 - КОСА
 Б - ТАЛАС
В1 - ЗОО
В2 - ПОДЛУГОВИ
В3 - ПОЛИЦИЈА
В4 - АУТОБУС
 В - СТАНИЦА
Г1 - ХРОНИКА
Г2 - МАРАТОН
Г3 - НОВИ
Г4 - ВОДА
 Г - БЕОГРАД
??? - РАДИО

А1 - ЛУК
А2 - ФЛОР
А3 - БИСЕР
А4 - БОМБАРДЕР
 А - ЦРНИ
Б1 - МРАВ
Б2 - ШЕЋЕР
Б3 - ПРСЛУК
Б4 - КАРТОН
 Б - ЖУТИ
В1 - ИНДОКИНА
В2 - ИТАЛИЈА
В3 - ИБЕРИЈА
В4 - ИСТРА
 В - ПОЛУОСТРВО
Г1 - БОБ
Г2 - ЗИГИ
Г3 - ЏУЛИЈАН
Г4 - ДЕМИЈАН
 Г - МАРЛИ
??? - ЛАБРАДОР
