6850. емисија
104. циклус
26. емисија
27. 01. 2018.
www.youtube.com/watch?v=AwRXssVprBo

А1 - ПРАСЕ
А2 - МУСКЕТАР
А3 - ГРАЦИЈА
А4 - ЈЕРАРХ
 А - ТРИ
Б1 - ДЕТЕЛИНА
Б2 - ЛИСТ
Б3 - АПОКАЛИПСА
Б4 - ЈАХАЧ
 Б - ЧЕТИРИ
В1 - МОТОР
В2 - ПРОЦЕСОР
В3 - МЕТРОНОМ
В4 - РИТАМ
 В - ТАКТ
Г1 - КОНГРЕС
Г2 - ШКОЛА
Г3 - ШНИЦЛА
Г4 - ДУНАВ
 Г - БЕЧ
??? - ВАЛЦЕР

А1 - ЕКСКУРЗИЈА
А2 - НАГРАДА
А3 - ВИЗА
А4 - ИНОСТРАНСТВО
 А - ПУТОВАЊЕ
Б1 - СТАЗА
Б2 - ОСТРВО
Б3 - ЂАК
Б4 - "ЗЕБРА"
 Б - ПЕШАК
В1 - ХРАМ
В2 - ИЗРАЕЛ
В3 - ГОЛГОТА
В4 - БЛИСКИ ИСТОК
 В - ЈЕРУСАЛИМ
Г1 - САУДИЈСКА АРАБИЈА
Г2 - ГРАД
Г3 - МЕДИНА
Г4 - КАБА
 Г - МЕКА
??? - ХОДОЧАШЋЕ
