6956. емисија
106. циклус
10. емисија
13. 05. 2018.
www.youtube.com/watch?v=Qa47gC8JkSk

А1 - НАКИТ
А2 - ШАРЕ
А3 - ШЉОКИЦЕ
А4 - БРКОВИ
 А - УКРАС
Б1 - СТАРИ
Б2 - ЗАБРАЊЕНИ
Б3 - КЉУЧЕВИ
Б4 - ПЛАН
 Б - ГРАД
В1 - СТАЗА
В2 - ТРАВА
В3 - ДРВЕЋЕ
В4 - ГОРКИ
 В - ПАРК
Г1 - ДВОРАЦ
Г2 - ПАРИЗ
Г3 - МИР
Г4 - ТРИЈАНОН
 Г - ВЕРСАЈ
??? - ФОНТАНА

А1 - ПАРТНЕРИ
А2 - ХЕРОЈ
А3 - БРОЈЕВИ
А4 - НАСУМИЧНИ
 А - СЛУЧАЈНИ
Б1 - ИСТОК
Б2 - РОЂАК
Б3 - ПРИСНИ
Б4 - НЕДАЛЕКИ
 Б - БЛИСКИ
В1 - ПОЉУБАЦ
В2 - РУКОВАЊЕ
В3 - ЋАО!
В4 - ПОЧАСТ
 В - ПОЗДРАВ
Г1 - РАДНИ
Г2 - ЉУБАВНИ
Г3 - ПАРТИЈСКИ
Г4 - ПЛЕНАРНИ
 Г - САСТАНАК
??? - СУСРЕТ
