6983. емисија
106. циклус
37. емисија
09. 06. 2018.
www.youtube.com/watch?v=hjHpf9qZPs4

А1 - ПАЛЕОНТЛОГИЈА
А2 - ОСТАЦИ
А3 - ЂУБРИВО
А4 - ГОРИВО
 А - ФОСИЛ
Б1 - КАУЧУК
Б2 - ТЕРПЕНТИН
Б3 - ЧЕТИНАРИ
Б4 - ЛЕПЉИВА
 Б - СМОЛА
В1 - БОЈА
В2 - КАРТОН
В3 - МРЉА
В4 - ЛИМУН
 В - ЖУТИ
Г1 - БИЖУТЕРИЈА
Г2 - ЗЛАТНИ
Г3 - ПЕЋИНСКИ
Г4 - КУТИЈА
 Г - НАКИТ
??? - ЋИЛИБАР

А1 - ПЛАЖА
А2 - ПРОБА
А3 - БРОД
А4 - ЛИФТ
 А - КАБИНА
Б1 - ОДЕЛО
Б2 - РАДНИ
Б3 - СКИЈАШКИ
Б4 - ПЛАНИНАРСКИ
 Б - КОМБИНЕЗОН
В1 - ЛОВАЦ
В2 - КРИЛО
В3 - ПИСТА
В4 - ЕЛИСА
 В - АВИОН
Г1 - ПРИПРЕМА
Г2 - РЕАЛИЗАЦИЈА
Г3 - БИРО
Г4 - ПЛАН 
 Г - ПРОЈЕКАТ
??? - ПИЛОТ
