6447. емисија
97. циклус
50. емисија
20. 12. 2016.
www.youtube.com/watch?v=TtwisnsDv8U

А1 - САТ
А2 - КОЧНИЦА
А3 - СТИСАК
А4 - ДЕСНА
 А - РУКА
Б1 - ПРАВА
Б2 - АУТ
Б3 - ПУНА
Б4 - ЛЕЊИР
 Б - ЛИНИЈА
В1 - ТЕЧНО
В2 - ИЗРАЖАЈНО
В3 - ШТИВО
В4 - КЊИГА
 В - ЧИТАЊЕ
Г1 - ПРСТ
Г2 - ИГРА
Г3 - ГАТАЊЕ
Г4 - ФАТУМ
 Г - СУДБИНА
??? - ДЛАН

А1 - САВЕТНИК
А2 - ДИПЛОМАТА
А3 - ПРВИ
А4 - ВЛАДА
 А - КОНЗУЛ
Б1 - ЗИДНИ
Б2 - ЏЕПНИ
Б3 - ЦРКВЕНИ
Б4 - РЕФОРМА
 Б - КАЛЕНДАР
В1 - СУПА
В2 - ЈАМБ
В3 - МАЂАРСКА
В4 - КАЛДРМА
 В - КОЦКА
Г1 - МЕСЕЦ
Г2 - ПРОЛЕЋЕ
Г3 - БАБА
Г4 - МЛАДЕНЦИ
 Г - МАРТ
??? - ЈУЛИЈЕ ЦЕЗАР
