7300. емисија
113. циклус
18. емисија
23. 04. 2019.
www.youtube.com/watch?v=nPRrCOk3j7s

А1 - МУВА
А2 - ПЧЕЛА
А3 - КИН
А4 - ОБРИСОН
 А - РОЈ
Б1 - ПУСТИЊА
Б2 - РАКОВИЦА
Б3 - ЋЕЛИЈЕ
Б4 - ЗАЈЕДНИЦА
 Б - МАНАСТИР
В1 - ВОЗИЛО
В2 - ФОРМУЛА 1
В3 - ГЛУПАК
В4 - ПРОЈЕКТИЛ
 В - БОЛИД
Г1 - РУПА
Г2 - ПОСУДА
Г3 - МЕСЕЦ
Г4 - ВУЛКАН
 Г - КРАТЕР
??? - МЕТЕОР

А1 - ЛИВАДЕ
А2 - МУДРАЦИ
А3 - СЕСТРЕ
А4 - ТЕНОРИ
 А - ТРИ
Б1 - БАЛБОА
Б2 - ПАПИРИ
Б3 - ДРЖАВА
Б4 - КАНАЛ
 Б - ПАНАМА
В1 - ШТАП
В2 - КРАЉЕВИЋ
В3 - ЦРКВА
В4 - СИРОМАХ
 В - ПРОСЈАК
Г1 - КУМ
Г2 - КОСА
Г3 - БАДЊЕ ВЕЧЕ
Г4 - СТРАШИЛО
 Г - СЛАМА
??? - ШЕШИР
