6851. емисија
104. циклус
27. емисија
28. 01. 2018.
www.youtube.com/watch?v=tD41ytkk0IE

А1 - СИЛА
А2 - ГРАВИТАЦИЈА
А3 - ЕФЕКАТ
А4 - ...ПАЖЊЕ
 А - ПРИВЛАЧЕЊЕ
Б1 - БАЊА
Б2 - ЛЕЧЕЊЕ
Б3 - АРОМА-
Б4 - ПСИХО
 Б - ТЕРАПИЈА
В1 - КРЕДИТ
В2 - ПЛАЋАЊЕ
В3 - ГРАФИЧКА
В4 - ЗВУЧНА
 В - КАРТИЦА
Г1 - КОСА
Г2 - ФИЛМ
Г3 - ПРОИЗВОДНА
Г4 - СЕЛОТЕЈП
 Г - ТРАКА
??? - МАГНЕТ

А1 - ТЕРОРИСТИ
А2 - ОФАНЗИВА
А3 - СРЦЕ
А4 - ЈУРИШ
 А - НАПАД
Б1 - ЈАВНА
Б2 - ТИПОЛОГИЈА
Б3 - УГЛЕДНА
Б4 - ПЕРСОНА
 Б - ЛИЧНОСТ
В1 - ПОЉСКА
В2 - ВОЈТИПА
В3 - ПОГЛАВАР
В4 - СВЕТИ
 В - ЈОВАН ПАВЛЕ II
Г1 - НЕХРУ
Г2 - ПРЕМИЈЕРКА
Г3 - ИНДИЈА
Г4 - РАЏИВ
 Г - ИНДИРА ГАНДИ
??? - АТЕНТАТ
