6013. емисија
90. циклус
43. емисија
30. 07. 2015.
www.youtube.com/watch?v=FknaHjiTQBw

А1 - ДИНАМИКА
А2 - ХОД
А3 - ЛЕТЕЊЕ
А4 - ПРАВАЦ
 А - КРЕТАЊЕ
Б1 - ТАЛАС
Б2 - ПОПЛАВА
Б3 - БАЊА
Б4 - ФОНТАНА
 Б - ВОДА
В1 - МРАЧНЕ
В2 - "ЧИТАЊЕ"
В3 - АФОРИЗМИ
В4 - СЕНТЕНЦЕ
 В - МИСЛИ
Г1 - СИТАН
Г2 - ПРАЊЕ
Г3 - ГУБИТАК
Г4 - ЗАРАДА
 Г - НОВАЦ
??? - ТОК

А1 - ПОПЛАВЕ
А2 - НАСИП
А3 - НЕПРОБОЈНИ
А4 - ТВРЂАВА
 А - БЕДЕМ
Б1 - ОФИЦИР
Б2 - ЛЕГИЈА
Б3 - ПОШТЕЊЕ
Б4 - ОБРАЗ
 Б - ЧАСТ
В1 - ПЛАЋЕНА
В2 - РЕДОВНА
В3 - СТРОЈ
В4 - ЧИН
 В - ВОЈСКА
Г1 - ЦЕВ
Г2 - ГЛАВА
Г3 - ЦИГЛА
Г4 - ПРАЗНА
 Г - ШУПЉА
??? - ОДБРАНА
