5806. емисија
87. циклус
19. емисија
04. 01. 2015.
www.youtube.com/watch?v=4BIXEb5-Aos

А1 - ВАЗДУХ
А2 - ВОДА
А3 - ЗЕМЉА
А4 - МРТВА
 А - ПРИРОДА
Б1 - ПЛАУТ
Б2 - СМЕХ
Б3 - ТЕАТАР
Б4 - НУШИЋ
 Б - КОМЕДИЈА
В1 - ВУК
В2 - ДЛАКА
В3 - ПОНАШАЊЕ
В4 - ЖЕНСКА
 В - ЋУД
Г1 - НЕПРИЈАТНА
Г2 - НЕПОДЕСНА
Г3 - НЕУДОБНА
Г4 - СИТУАЦИЈА
 Г - НЕЗГОДНА
??? - НАРАВ

А1 - БЛАТО
А2 - ТОВ
А3 - КОТЛЕТ
А4 - ПАПАК
 А - СВИЊА
Б1 - ЛИСТ
Б2 - КОНЗЕРВА
Б3 - ПОСТ
Б4 - РЕКА
 Б - РИБА
В1 - ВРУЋ
В2 - ЉУСКА
В3 - ПИТА
В4 - ИВАЊИЦА
 В - КРОМПИР
Г1 - КОЦКА
Г2 - РЕВОЛУЦИЈА
Г3 - БАЛАТОН
Г4 - ТИСА
 Г - МАЂАРСКА
??? - ПАПРИКАШ
