6117. емисија
92. циклус
25. емисија
25. 11. 2015.
www.youtube.com/watch?v=Ya6UOKRMmzQ

А1 - ЛИМ
А2 - ЋЕРАМИДА
А3 - ПОКРИВАЧ
А4 - РОГОВИ
 А - КРОВ
Б1 - ТОРТА
Б2 - РОЂЕНДАН
Б3 - ЖЕЉА
Б4 - ДУВАЊЕ
 Б - СВЕЋИЦА
В1 - МАЧКА
В2 - ЈУЖНА АМЕРИКА
В3 - ТАЧКЕ
В4 - СКОК
 В - ЈАГУАР
Г1 - КУЦАЊЕ
Г2 - БОР
Г3 - ШИВЕЊЕ
Г4 - ВЕШ
 Г - МАШИНА
??? - АУТОМОБИЛ

А1 - ВОЈСКА
А2 - ОПРЕМА
А3 - АРСЕНАЛ
А4 - ЦЕЛОКУПНО
 А - НАОРУЖАЊЕ
Б1 - ФАЗА
Б2 - РАЗВОЈ
Б3 - ДЕОНИЦА
Б4 - ТУРА
 Б - ЕТАПА
В1 - ТИГАР
В2 - ЗЕБРА
В3 - ДРЕС
В4 - ШТРАФТЕ
 В - ПРУГЕ
Г1 - КОПРИВА
Г2 - ЛОПТА
Г3 - ПРИРОДА
Г4 - НЕЖИВА
 Г - МРТВА
??? - ТРКА
