6526. емисија
99. циклус
7. емисија
09. 03. 2017.


А1 - АТЛАС
А2 - БИОЛОГИЈА
А3 - ТЕЛО
А4 - ГРАЂА
 А - АНАТОМИЈА
Б1 - ШУСТЕР
Б2 - КАЛУП
Б3 - ЛЕТЊА
Б4 - ЗИМСКА
 Б - ОБУЋА
В1 - МИНА
В2 - ШМИНКА
В3 - СРЦЕ
В4 - ЦРТАЊЕ
 В - ОЛОВКА
Г1 - ПРИРОДНИ
Г2 - СИНТЕТИЧКИ
Г3 - КОСА
Г4 - ВЛАСУЉАР
 Г - УМЕТАК
??? - УЛОЖАК

А1 - ФЛУИДИ
А2 - МИРОВАЊЕ
А3 - ЗАКОНИ
А4 - НАУКА
 А - ХИДРОСТАТИКА
Б1 - МАТЕМАТИЧКА
Б2 - ПРОМЕНЉИВА
Б3 - КОНФЕКЦИЈСКА
Б4 - ФОРМАТ
 Б - ВЕЛИЧИНА
В1 - НАПОН
В2 - СТАРТ
В3 - БОР
В4 - ДЕЧАНИ
 В - ВИСОКИ
Г1 - ВИНО
Г2 - БРОД
Г3 - ПЛИН
Г4 - ФЛАША
 Г - БОЦА
??? - ПРИТИСАК
