6558. емисија
99. циклус
39. емисија
10. 04. 2017.
www.youtube.com/watch?v=znQibeunzlM

А1 - КУГЛА
А2 - ЦРНА
А3 - ЈЕЗЕРО
А4 - ПЛОДОВИ
 А - ЗЕМЉА
Б1 - ЧОКОТ
Б2 - СТУБОВИ
Б3 - ЧУВАР
Б4 - ВРШАЦ
 Б - ВИНОГРАД
В1 - АЛАТКА
В2 - ДРЖАЉЕ
В3 - БАШТА
В4 - КУКА И...
 В - МОТИКА
Г1 - СВЕТЛО
Г2 - КРАЈ
Г3 - ПЛАНИНА
Г4 - ПРУГА
 Г - ТУНЕЛ
??? - КОПАЊЕ

А1 - БАКРЕЊАК
А2 - МОНЕТИЦА
А3 - ПЕТОПАРАЦ
А4 - ФОНТАНА
 А - НОВЧИЋ
Б1 - ВЕЛИКИ
Б2 - МАЛИ
Б3 - ГРЕДА
Б4 - ВИЈУГА
 Б - МОЗАК
В1 - СТРАНО
В2 - ОБЛИКОВАЊЕ
В3 - ЧОВЕК
В4 - НЕБО
 В - ТЕЛО
Г1 - СТРАВА
Г2 - МОДА
Г3 - ПРАГ
Г4 - ХОРОСКОП
 Г - КУЋА
??? - ГЛАВА
